Time,MPXV E8_CS-E,MPXV E8_Nilotinib,MPXV E8_Irinotecan,MPXV E8_Diosmin,MPXV E8_Conivaptan,MPXV E8_Olmutinib,MPXV E8_Glisolamide,MPXV E8_FAD,MPXV E8_ZINC003821234,MPXV E8_Novobiocin,MPXV E8_Voacamine,MPXV E8_Cabozatinib,,,,,,,,,,,,,
87.52,0.1378841,0.1164276,0.2107137,0.1431769,0.1170152,0.1335348,0.1279461,0.1257637,0.1175915,0.115233,0.1489908,0.1908595,,,,,,,,,,,,,
87.53,0.1335466,0.1170087,0.2389604,0.1376641,0.1194937,0.1380705,0.1297959,0.1316261,0.120463,0.1047521,0.149147,0.1912317,,,,,,,,,,,,,
87.54,0.1397146,0.1219496,0.2362856,0.1457819,0.112211,0.1448484,0.1333688,0.1252984,0.110238,0.1069382,0.1384041,0.1877543,,,,,,,,,,,,,
87.55,0.1471939,0.1154631,0.2324643,0.1452625,0.1216832,0.1363191,0.1264101,0.1366467,0.1104108,0.116884,0.1464068,0.1933917,,,,,,,,,,,,,
87.56,0.1355568,0.1139044,0.2313744,0.135339,0.1106692,0.1366423,0.1262555,0.1330928,0.1165031,0.1140563,0.1292252,0.2014881,,,,,,,,,,,,,
87.57,0.1391872,0.1137688,0.2255112,0.1413381,0.1232571,0.1333774,0.1226238,0.1265416,0.1226908,0.1099967,0.1407811,0.1832785,,,,,,,,,,,,,
87.58,0.1402732,0.1137631,0.2248015,0.1384207,0.1199539,0.1338539,0.1107025,0.1229159,0.1130832,0.106807,0.1431519,0.1890243,,,,,,,,,,,,,
87.59,0.1449248,0.1126144,0.213138,0.1374528,0.1260097,0.1345056,0.124175,0.1230221,0.1327637,0.1100684,0.1338349,0.1845031,,,,,,,,,,,,,
87.6,0.1379431,0.1209111,0.217631,0.1389204,0.132871,0.1331406,0.1188074,0.1350498,0.1191301,0.1024376,0.1454477,0.1794056,,,,,,,,,,,,,
87.61,0.1329144,0.1252932,0.2087716,0.1404275,0.1238108,0.1414887,0.1294594,0.1347088,0.1287574,0.0922943,0.14743,0.1810486,,,,,,,,,,,,,
87.62,0.1293543,0.1277219,0.2102149,0.1413102,0.1203496,0.1378061,0.1245624,0.1269428,0.1200743,0.0954569,0.1271424,0.1841209,,,,,,,,,,,,,
87.63,0.1319522,0.1292309,0.197663,0.1531404,0.1089391,0.1359098,0.1225251,0.1275308,0.1385251,0.0946897,0.1458166,0.1783093,,,,,,,,,,,,,
87.64,0.1422985,0.1227062,0.2173195,0.1462572,0.108914,0.1314453,0.1209923,0.1317897,0.1280443,0.090812,0.1409057,0.1899081,,,,,,,,,,,,,
87.65,0.1407267,0.1231636,0.2144818,0.1389292,0.1141862,0.1312315,0.1316061,0.1242804,0.1282521,0.094691,0.1336191,0.1856336,,,,,,,,,,,,,
87.66,0.1386946,0.1208216,0.2149969,0.1462901,0.1137036,0.1288482,0.1302386,0.127848,0.1177085,0.1055985,0.14237,0.1902541,,,,,,,,,,,,,
87.67,0.1426916,0.1265511,0.1982685,0.1454629,0.1209066,0.1307973,0.1302268,0.1257408,0.1230097,0.0944747,0.1308081,0.1935199,,,,,,,,,,,,,
87.68,0.1361296,0.125486,0.2031777,0.1441462,0.1273028,0.1353772,0.1316632,0.1207901,0.1370204,0.1002265,0.1245851,0.185278,,,,,,,,,,,,,
87.69,0.1317385,0.1150776,0.2087204,0.1460893,0.126424,0.1393284,0.1264681,0.1208557,0.137455,0.0998441,0.1392532,0.1961814,,,,,,,,,,,,,
87.7,0.1375122,0.1226337,0.1962445,0.1369753,0.1178913,0.1376211,0.1326299,0.1355593,0.117867,0.0993788,0.1407144,0.1900377,,,,,,,,,,,,,
87.71,0.1310398,0.1189376,0.1884993,0.1354269,0.1195579,0.1396141,0.1304112,0.1360839,0.1069623,0.1052077,0.1357404,0.1896901,,,,,,,,,,,,,
87.72,0.1342274,0.1198813,0.1803364,0.1346639,0.1163083,0.1377425,0.1423261,0.1315416,0.1192272,0.0989415,0.1390502,0.1918676,,,,,,,,,,,,,
87.73,0.1434481,0.1208802,0.1840442,0.1223662,0.1160058,0.1376057,0.1370007,0.1286719,0.1196926,0.099038,0.1450392,0.1876353,,,,,,,,,,,,,
87.74,0.1314538,0.1233076,0.1941166,0.1246054,0.1217278,0.1482599,0.1475749,0.1294379,0.116695,0.1056337,0.1463796,0.1895683,,,,,,,,,,,,,
87.75,0.1314457,0.1217588,0.1954169,0.1285074,0.1193076,0.1416055,0.133697,0.1334795,0.1214155,0.1057002,0.1304247,0.1809243,,,,,,,,,,,,,
87.76,0.137724,0.122397,0.1981893,0.1317988,0.1256075,0.1418452,0.1290609,0.1260297,0.1040058,0.110906,0.1347288,0.1837459,,,,,,,,,,,,,
87.77,0.1435209,0.1302176,0.2027558,0.1298369,0.1175263,0.1435691,0.1279489,0.1280974,0.1074531,0.0970024,0.1492781,0.180292,,,,,,,,,,,,,
87.78,0.1348063,0.1132335,0.1996831,0.1273006,0.1172484,0.1371648,0.1325138,0.1342251,0.1136131,0.1066611,0.1406842,0.1860524,,,,,,,,,,,,,
87.79,0.1373975,0.1238187,0.2033094,0.1409014,0.1220904,0.1408552,0.1321765,0.1297147,0.1220529,0.118829,0.1368356,0.1884818,,,,,,,,,,,,,
87.8,0.1337528,0.1230593,0.2089244,0.1404645,0.1215373,0.145629,0.1232817,0.1185576,0.1184089,0.0942096,0.1331128,0.1864801,,,,,,,,,,,,,
87.81,0.1276061,0.126221,0.2168166,0.1337698,0.1130804,0.1535219,0.1285136,0.1227101,0.1321579,0.0935746,0.1252019,0.1928469,,,,,,,,,,,,,
87.82,0.1323683,0.1227268,0.2281538,0.138455,0.1137754,0.1541109,0.1268466,0.1120553,0.1255922,0.0913893,0.1279826,0.1914915,,,,,,,,,,,,,
87.83,0.1304876,0.1245477,0.2170764,0.1350032,0.1150916,0.138208,0.1306908,0.1251705,0.1208898,0.1090158,0.13116,0.1853202,,,,,,,,,,,,,
87.84,0.1356354,0.1349913,0.2149183,0.1339187,0.1218204,0.1513012,0.115715,0.1296586,0.1233725,0.0996044,0.1375356,0.1920264,,,,,,,,,,,,,
87.85,0.1467988,0.128396,0.2178236,0.1257921,0.1225094,0.150646,0.1266623,0.12788,0.1181417,0.1065344,0.1344876,0.1922169,,,,,,,,,,,,,
87.86,0.143632,0.1123118,0.2241978,0.132711,0.1214639,0.1435408,0.1263784,0.1231932,0.1116146,0.1016433,0.1293537,0.1894476,,,,,,,,,,,,,
87.87,0.1510792,0.1158065,0.2204352,0.1484845,0.1194857,0.1363216,0.127258,0.1221645,0.1179034,0.0979726,0.1455564,0.1897646,,,,,,,,,,,,,
87.88,0.1496474,0.1220718,0.2057793,0.1334706,0.1240818,0.1384108,0.129997,0.123344,0.1165952,0.1073412,0.1230853,0.1879278,,,,,,,,,,,,,
87.89,0.1369084,0.1330416,0.2018151,0.1372444,0.1081988,0.1392588,0.1262743,0.11273,0.1121364,0.1051022,0.1384763,0.1884258,,,,,,,,,,,,,
87.9,0.1473748,0.1251846,0.2052736,0.137701,0.115548,0.1366171,0.1303135,0.1180617,0.1063681,0.1058023,0.1463414,0.1787659,,,,,,,,,,,,,
87.91,0.1413863,0.1222164,0.2077113,0.1400158,0.1259771,0.1325881,0.1361625,0.1207248,0.108874,0.1063522,0.1378968,0.1841853,,,,,,,,,,,,,
87.92,0.1431518,0.1306551,0.1990781,0.1424606,0.1283671,0.1304542,0.1292518,0.1297698,0.1158046,0.1005621,0.134582,0.1878136,,,,,,,,,,,,,
87.93,0.1476348,0.1221936,0.1941109,0.1391816,0.1223184,0.1260243,0.1505861,0.1286723,0.1209426,0.093692,0.1372618,0.1889349,,,,,,,,,,,,,
87.94,0.1493423,0.1281051,0.1961229,0.1397873,0.1225981,0.1319992,0.145299,0.1266862,0.1115079,0.1016501,0.1309834,0.1926309,,,,,,,,,,,,,
87.95,0.1457662,0.1290555,0.2127803,0.134597,0.1188393,0.1330762,0.1339219,0.1133298,0.1212188,0.1105674,0.1345924,0.1972942,,,,,,,,,,,,,
87.96,0.1455763,0.1329223,0.2081016,0.128198,0.1188978,0.1314771,0.1412893,0.1157256,0.1245981,0.0928403,0.1354659,0.1888694,,,,,,,,,,,,,
87.97,0.1458188,0.1258226,0.2090645,0.1310797,0.1058106,0.1337299,0.1354535,0.1126051,0.1170034,0.086781,0.1360112,0.1823443,,,,,,,,,,,,,
87.98,0.1416584,0.1266599,0.2067651,0.1369355,0.1188201,0.1359381,0.1367502,0.1162814,0.1253236,0.0957161,0.1273587,0.1892176,,,,,,,,,,,,,
87.99,0.1393431,0.1258142,0.2254831,0.1303262,0.1227383,0.1328869,0.1382591,0.1268965,0.1473087,0.096772,0.1376691,0.1844057,,,,,,,,,,,,,
88,0.1341567,0.1247756,0.2312079,0.1350313,0.1305843,0.1410233,0.1343458,0.1224286,0.1476459,0.0842553,0.1357701,0.1840514,,,,,,,,,,,,,
88.01,0.1481764,0.1216881,0.2217469,0.1366893,0.1171348,0.1432304,0.1497406,0.1186751,0.1396981,0.1014059,0.1364539,0.1887297,,,,,,,,,,,,,
88.02,0.1397662,0.1214104,0.2106539,0.1410721,0.1194993,0.133637,0.1383019,0.1191705,0.1199296,0.1033937,0.1335059,0.1882514,,,,,,,,,,,,,
88.03,0.1351428,0.1234266,0.2029504,0.1403962,0.1146767,0.1295256,0.1293197,0.1348754,0.1155996,0.0967925,0.1408061,0.1923433,,,,,,,,,,,,,
88.04,0.1334078,0.1240529,0.2062089,0.1373822,0.1182832,0.1340355,0.1301301,0.1230257,0.1182759,0.0967658,0.1283868,0.192735,,,,,,,,,,,,,
88.05,0.1345102,0.128514,0.2081772,0.1330064,0.1252717,0.1365264,0.1215009,0.1249308,0.1267259,0.1012959,0.1245551,0.1821588,,,,,,,,,,,,,
88.06,0.1458718,0.1220077,0.2109726,0.1429485,0.1142643,0.1327102,0.1294166,0.1315535,0.1239306,0.1005218,0.1234973,0.1783798,,,,,,,,,,,,,
88.07,0.1386923,0.1255496,0.1903599,0.1472793,0.129299,0.1362691,0.1259732,0.1299909,0.1334192,0.1061146,0.1320011,0.1896213,,,,,,,,,,,,,
88.08,0.1330431,0.1268143,0.1957451,0.1422145,0.1155134,0.1283304,0.1340988,0.128851,0.121774,0.0881391,0.1394955,0.1732281,,,,,,,,,,,,,
88.09,0.1375239,0.1288059,0.2015548,0.134744,0.1225554,0.1286374,0.1447316,0.1293003,0.113024,0.1034505,0.144027,0.1827538,,,,,,,,,,,,,
88.1,0.1430291,0.1265419,0.2043268,0.1266443,0.1240011,0.1281671,0.1359546,0.1207883,0.1097576,0.0981326,0.151811,0.1846716,,,,,,,,,,,,,
88.11,0.1415765,0.1256029,0.1895308,0.1338274,0.1236873,0.12749,0.144507,0.1297726,0.1175376,0.0936364,0.1396507,0.1853369,,,,,,,,,,,,,
88.12,0.1379933,0.1149137,0.2001096,0.1318716,0.1199471,0.1317009,0.1348151,0.127222,0.1163665,0.0878713,0.1310248,0.1856281,,,,,,,,,,,,,
88.13,0.1343998,0.1228486,0.209232,0.1448763,0.1182435,0.1360032,0.1291467,0.1281576,0.1276919,0.0957926,0.1244793,0.179866,,,,,,,,,,,,,
88.14,0.1339818,0.1242025,0.2120125,0.1205521,0.1156101,0.1285237,0.1286332,0.1301135,0.1254886,0.0937166,0.1450192,0.1809369,,,,,,,,,,,,,
88.15,0.1290195,0.1281676,0.1901297,0.1291008,0.1200504,0.1287173,0.134711,0.1235043,0.1263518,0.090324,0.1305692,0.1766214,,,,,,,,,,,,,
88.16,0.1383381,0.1335523,0.2032845,0.1436408,0.1148217,0.1319632,0.1367139,0.1236912,0.1140452,0.0973874,0.1382988,0.1769838,,,,,,,,,,,,,
88.17,0.1450945,0.1249758,0.2195298,0.1301409,0.115609,0.1307993,0.1354054,0.1235958,0.1197631,0.0890797,0.1438171,0.1806183,,,,,,,,,,,,,
88.18,0.1368121,0.1384507,0.2011796,0.1409994,0.1319874,0.1368484,0.1310201,0.1232731,0.1100627,0.091027,0.1356285,0.1838947,,,,,,,,,,,,,
88.19,0.1244275,0.1281921,0.1993706,0.1451253,0.1249242,0.130639,0.137045,0.1195955,0.1099104,0.1017947,0.1465192,0.189417,,,,,,,,,,,,,
88.2,0.1408692,0.1378086,0.1834694,0.1383101,0.1222407,0.1378944,0.1361105,0.1207493,0.1057896,0.0884794,0.1424099,0.182985,,,,,,,,,,,,,
88.21,0.1344831,0.1516504,0.1940784,0.1351438,0.1175296,0.1322897,0.1349933,0.1172595,0.1044821,0.0873428,0.1480158,0.1763341,,,,,,,,,,,,,
88.22,0.1325438,0.1519281,0.2047724,0.130824,0.1201922,0.1366908,0.1296105,0.122234,0.1063373,0.0907097,0.1407104,0.1861801,,,,,,,,,,,,,
88.23,0.1275615,0.1538333,0.220474,0.1293435,0.1279945,0.1255704,0.129279,0.1329636,0.1084499,0.0946506,0.1369795,0.1846285,,,,,,,,,,,,,
88.24,0.1339879,0.1678662,0.1981233,0.1307786,0.1314984,0.1301675,0.1301389,0.1259174,0.11828,0.089887,0.1300697,0.171578,,,,,,,,,,,,,
88.25,0.13354,0.1447556,0.204607,0.1392943,0.1266311,0.131629,0.1327689,0.1264348,0.1038693,0.0885247,0.1380973,0.1802678,,,,,,,,,,,,,
88.26,0.125169,0.1604968,0.2119166,0.1454855,0.1314106,0.1242036,0.134977,0.1377196,0.1078229,0.0970462,0.1353811,0.1860919,,,,,,,,,,,,,
88.27,0.1264783,0.1417444,0.2153754,0.1523584,0.140352,0.1286754,0.1226821,0.1238569,0.1172964,0.0986007,0.1436395,0.1907328,,,,,,,,,,,,,
88.28,0.1425885,0.1394174,0.2200125,0.1428383,0.1281322,0.137265,0.1411006,0.1183448,0.1058399,0.099322,0.1400606,0.1782904,,,,,,,,,,,,,
88.29,0.1404961,0.1385017,0.225476,0.1401209,0.1239809,0.1301757,0.1309546,0.1210548,0.1043894,0.0969535,0.1444091,0.1799607,,,,,,,,,,,,,
88.3,0.1222464,0.1386824,0.2103207,0.1349179,0.1349274,0.127334,0.1325228,0.1224411,0.1215214,0.0955998,0.1532721,0.1836257,,,,,,,,,,,,,
88.31,0.1262078,0.1420171,0.2017861,0.1395869,0.1332275,0.130915,0.1326822,0.1264411,0.1174618,0.0910846,0.1497536,0.1806567,,,,,,,,,,,,,
88.32,0.1304425,0.1347976,0.2057816,0.133183,0.1464714,0.1321123,0.1365232,0.1277659,0.1194316,0.1048769,0.1375076,0.1763787,,,,,,,,,,,,,
88.33,0.1267519,0.1303533,0.2051273,0.140508,0.1448317,0.1327425,0.1298597,0.1334035,0.1128539,0.0955759,0.1305996,0.1805987,,,,,,,,,,,,,
88.34,0.1223042,0.1293284,0.197322,0.1342184,0.1413583,0.1363294,0.1314528,0.1267727,0.1249743,0.0935365,0.1316451,0.1760841,,,,,,,,,,,,,
88.35,0.1267807,0.1325489,0.1926695,0.1346035,0.1372131,0.1381313,0.1332819,0.1335517,0.1228778,0.0906783,0.1298046,0.1783074,,,,,,,,,,,,,
88.36,0.1357928,0.1336765,0.1887617,0.1416673,0.1526787,0.1357887,0.1260595,0.1291231,0.11569,0.087774,0.1342613,0.1799757,,,,,,,,,,,,,
88.37,0.1305709,0.1351117,0.2057041,0.1335111,0.1425208,0.1408754,0.1354842,0.12938,0.1127546,0.0933035,0.1402774,0.1823523,,,,,,,,,,,,,
88.38,0.1319133,0.1328232,0.1965179,0.1459249,0.1462172,0.1361663,0.1316541,0.1238524,0.111004,0.0859091,0.1354389,0.1784355,,,,,,,,,,,,,
88.39,0.1351406,0.1316668,0.2121532,0.1425389,0.1234254,0.1384765,0.1220049,0.1218354,0.1088975,0.0907903,0.1214673,0.1763956,,,,,,,,,,,,,
88.4,0.1375236,0.1215333,0.2152397,0.142741,0.1216985,0.141189,0.1258163,0.1261256,0.1197408,0.0868917,0.137436,0.1743038,,,,,,,,,,,,,
88.41,0.1422389,0.1275286,0.2138398,0.1370357,0.1213306,0.1370667,0.1286011,0.1278172,0.1091928,0.0940829,0.143482,0.1792763,,,,,,,,,,,,,
88.42,0.1398134,0.1432716,0.2104726,0.1338891,0.1329968,0.1437256,0.1277063,0.1250755,0.1104105,0.0877602,0.1415479,0.1708476,,,,,,,,,,,,,
88.43,0.1291551,0.131133,0.2001387,0.1354734,0.1365333,0.1437179,0.1369947,0.127801,0.1117521,0.0959395,0.1358597,0.1717165,,,,,,,,,,,,,
88.44,0.1360351,0.1330833,0.2083219,0.1327473,0.1219054,0.1433157,0.1368847,0.1189286,0.1104582,0.0940012,0.13633,0.1749646,,,,,,,,,,,,,
88.45,0.1333428,0.1258823,0.2033903,0.1376158,0.1257278,0.1428322,0.1360237,0.1325109,0.1132282,0.0964426,0.1345237,0.1759913,,,,,,,,,,,,,
88.46,0.1357215,0.1418066,0.2071098,0.1362418,0.1280406,0.1335834,0.1419312,0.118768,0.1145138,0.0948144,0.1288669,0.1814978,,,,,,,,,,,,,
88.47,0.1352466,0.1318751,0.1953971,0.1350931,0.1169149,0.1463402,0.1389652,0.1240943,0.1132679,0.0985521,0.1301733,0.1661052,,,,,,,,,,,,,
88.48,0.1304743,0.1393695,0.1873602,0.1429043,0.1213554,0.1457594,0.146836,0.1264872,0.1147475,0.092487,0.1327814,0.1773513,,,,,,,,,,,,,
88.49,0.1222091,0.1282147,0.2019552,0.1335697,0.1282398,0.1376135,0.1317801,0.1224793,0.1156474,0.0903545,0.1349257,0.1696071,,,,,,,,,,,,,
88.5,0.1318121,0.1397489,0.2001855,0.1417084,0.1170868,0.1313123,0.131881,0.1278299,0.1110184,0.1025187,0.1376469,0.1689267,,,,,,,,,,,,,
88.51,0.1293168,0.1468234,0.1964453,0.1365524,0.1278102,0.1338308,0.1375439,0.1352281,0.1109942,0.1004698,0.1344392,0.1655296,,,,,,,,,,,,,
88.52,0.133979,0.1352101,0.1971734,0.1370408,0.1261488,0.1309518,0.1371912,0.123835,0.1046973,0.0994945,0.1204766,0.1716372,,,,,,,,,,,,,
88.53,0.1248293,0.1265246,0.1903033,0.1401589,0.1259999,0.1385311,0.1199902,0.1290645,0.1052961,0.1043653,0.1205232,0.1699374,,,,,,,,,,,,,
88.54,0.1305802,0.1306891,0.1879885,0.1356191,0.114046,0.1336599,0.1279219,0.1365344,0.1098591,0.0976358,0.1264675,0.1696237,,,,,,,,,,,,,
88.55,0.1313368,0.1375482,0.1908218,0.1320307,0.1118899,0.1305132,0.1204735,0.1280086,0.1108181,0.0983497,0.1232658,0.1795908,,,,,,,,,,,,,
88.56,0.1343417,0.137185,0.2050945,0.1353663,0.1230818,0.1332891,0.1350204,0.1300948,0.1148762,0.0934548,0.125832,0.1877325,,,,,,,,,,,,,
88.57,0.1219548,0.1382375,0.2066702,0.1377942,0.1196807,0.1453069,0.1233085,0.1387613,0.1059788,0.0864571,0.12176,0.174202,,,,,,,,,,,,,
88.58,0.1338004,0.1478224,0.2036677,0.1333277,0.1169476,0.1369356,0.1216046,0.1376198,0.1135772,0.0988454,0.1318193,0.1889274,,,,,,,,,,,,,
88.59,0.1352525,0.1383936,0.199077,0.1375295,0.1197971,0.1392303,0.1391965,0.1382116,0.1202384,0.1015899,0.1246657,0.1888821,,,,,,,,,,,,,
88.6,0.1293045,0.1431316,0.20058,0.1381231,0.1253769,0.1347976,0.1335059,0.1240205,0.1240459,0.1204152,0.1293938,0.1858181,,,,,,,,,,,,,
88.61,0.1312378,0.1393268,0.206205,0.1462642,0.1204597,0.1388266,0.1284121,0.126858,0.1093663,0.1128011,0.1423974,0.2064325,,,,,,,,,,,,,
88.62,0.1295802,0.1529279,0.2186626,0.1345465,0.1124455,0.1351509,0.1225803,0.1282389,0.112472,0.1111482,0.135609,0.1943653,,,,,,,,,,,,,
88.63,0.1326673,0.1443648,0.2030567,0.1395068,0.1104459,0.1362113,0.1371353,0.1291837,0.10945,0.1161398,0.1379814,0.1936621,,,,,,,,,,,,,
88.64,0.1357262,0.1475234,0.2123945,0.1427029,0.1028547,0.1446996,0.1312486,0.1299435,0.1085141,0.1121514,0.1282933,0.1916693,,,,,,,,,,,,,
88.65,0.1320555,0.1532407,0.2194211,0.1445093,0.1095671,0.1400741,0.1419325,0.1252208,0.115651,0.1193654,0.1280014,0.182531,,,,,,,,,,,,,
88.66,0.146779,0.1473293,0.2016685,0.1405474,0.1138043,0.1368609,0.1303485,0.1284285,0.0970352,0.1110471,0.1472381,0.1828688,,,,,,,,,,,,,
88.67,0.1397384,0.135561,0.1889885,0.1348043,0.1119368,0.1336164,0.1334153,0.1330329,0.1026819,0.1084676,0.1375149,0.1929678,,,,,,,,,,,,,
88.68,0.1468379,0.1297682,0.2021217,0.1325326,0.1105145,0.1283251,0.13458,0.131066,0.1064963,0.1071802,0.1414355,0.1848703,,,,,,,,,,,,,
88.69,0.1488499,0.1274356,0.2186265,0.1422472,0.1133713,0.1352558,0.1231074,0.1301938,0.1038092,0.1179903,0.1311503,0.1855202,,,,,,,,,,,,,
88.7,0.1358628,0.1243422,0.2140786,0.1320346,0.1107177,0.1382585,0.1241594,0.1353367,0.1031425,0.1105428,0.1297901,0.1886892,,,,,,,,,,,,,
88.71,0.1313329,0.1291417,0.2141421,0.1349622,0.112276,0.1322901,0.1267806,0.1257677,0.1175536,0.1036892,0.1454042,0.1880394,,,,,,,,,,,,,
88.72,0.1492713,0.1423876,0.2074328,0.128722,0.1132687,0.1314096,0.1337759,0.1245007,0.1046609,0.1140472,0.1339853,0.1829511,,,,,,,,,,,,,
88.73,0.1448586,0.1363174,0.1993068,0.1343758,0.1166835,0.1350937,0.1320984,0.1313901,0.1047319,0.1064107,0.1202824,0.1875236,,,,,,,,,,,,,
88.74,0.1320709,0.1422181,0.1975216,0.1415717,0.1114857,0.1319308,0.1432762,0.1291579,0.1120429,0.1136585,0.121848,0.1939165,,,,,,,,,,,,,
88.75,0.1339507,0.1427265,0.1946428,0.1272369,0.1163033,0.1314592,0.1412395,0.1404056,0.1038782,0.1050179,0.1101641,0.1872234,,,,,,,,,,,,,
88.76,0.1358705,0.1301633,0.206476,0.1384363,0.1193117,0.1283228,0.1451364,0.132678,0.114578,0.0964361,0.1203463,0.1967184,,,,,,,,,,,,,
88.77,0.133721,0.1256314,0.1944343,0.1467409,0.1175956,0.1431879,0.1323521,0.1283578,0.1123132,0.0912299,0.117291,0.1819682,,,,,,,,,,,,,
88.78,0.1357676,0.1312923,0.2044829,0.1525392,0.123202,0.1289458,0.1255843,0.1285587,0.1264912,0.1042007,0.127301,0.185347,,,,,,,,,,,,,
88.79,0.1322512,0.1279953,0.2037281,0.1481553,0.1164068,0.1365276,0.1324485,0.1355858,0.1126716,0.0966218,0.1239162,0.1900954,,,,,,,,,,,,,
88.8,0.1446647,0.1272352,0.1940196,0.1485446,0.1144168,0.1351871,0.1338024,0.1360173,0.1039345,0.0843314,0.1423361,0.1922068,,,,,,,,,,,,,
88.81,0.1298987,0.1227159,0.1989766,0.1379046,0.1148552,0.1330044,0.1310321,0.1335601,0.1155672,0.0946251,0.1276349,0.1914697,,,,,,,,,,,,,
88.82,0.1379175,0.1355071,0.2050182,0.1357949,0.1194628,0.1302294,0.1279942,0.1342383,0.1139406,0.1096538,0.1260246,0.1906109,,,,,,,,,,,,,
88.83,0.1316032,0.1175775,0.2130568,0.1353479,0.1110895,0.1307704,0.1310255,0.1285215,0.1170503,0.0991343,0.1092035,0.1892874,,,,,,,,,,,,,
88.84,0.1372524,0.1280934,0.2096487,0.1330832,0.1134402,0.129578,0.1189329,0.1450667,0.1247724,0.105378,0.1404783,0.2017325,,,,,,,,,,,,,
88.85,0.1396556,0.1389158,0.198613,0.1430546,0.1266245,0.1294523,0.1281815,0.1403071,0.1139402,0.1071848,0.1409098,0.1973962,,,,,,,,,,,,,
88.86,0.1336322,0.1319118,0.2077295,0.13796,0.1219312,0.1277549,0.1366126,0.1424889,0.1262462,0.1036025,0.1395576,0.1915789,,,,,,,,,,,,,
88.87,0.1361952,0.1340822,0.2027842,0.1360194,0.1271631,0.130394,0.1306077,0.1381907,0.1355037,0.0994485,0.1319386,0.1891173,,,,,,,,,,,,,
88.88,0.1420607,0.1317229,0.2089786,0.1417265,0.1206073,0.1277227,0.1334119,0.1319241,0.1269522,0.108543,0.1386323,0.1881638,,,,,,,,,,,,,
88.89,0.1407269,0.1393841,0.2028037,0.1382379,0.1198663,0.132627,0.1293308,0.1272612,0.1302748,0.1008067,0.1309779,0.1888856,,,,,,,,,,,,,
88.9,0.1356043,0.1399503,0.2205489,0.1396874,0.1075412,0.134773,0.1201003,0.1300347,0.1110877,0.1067132,0.1355376,0.1928477,,,,,,,,,,,,,
88.91,0.1331652,0.1364765,0.1866899,0.133045,0.1181787,0.1333122,0.1306342,0.1194869,0.1103627,0.1047426,0.1584338,0.1872298,,,,,,,,,,,,,
88.92,0.1351038,0.1397261,0.2027735,0.1453454,0.1274575,0.1368078,0.1423715,0.1316637,0.1164659,0.0961749,0.1603676,0.200147,,,,,,,,,,,,,
88.93,0.1368169,0.1451029,0.2046461,0.128262,0.1164784,0.1313484,0.1248983,0.1330742,0.1055406,0.1013051,0.1457958,0.1955811,,,,,,,,,,,,,
88.94,0.1365773,0.1426843,0.1949858,0.1394421,0.1276533,0.1280987,0.1177798,0.1473785,0.1065213,0.0932104,0.1628789,0.1908676,,,,,,,,,,,,,
88.95,0.1401425,0.1444627,0.1833196,0.131032,0.1191938,0.137325,0.1218324,0.1314255,0.1104045,0.0945502,0.149259,0.1978787,,,,,,,,,,,,,
88.96,0.1328995,0.1493433,0.1916976,0.1389129,0.112644,0.1263715,0.1195176,0.1356167,0.1227546,0.0893238,0.1411336,0.1997573,,,,,,,,,,,,,
88.97,0.1336203,0.1391526,0.1976263,0.1377637,0.1200157,0.1360377,0.1199178,0.1302152,0.1278122,0.099483,0.1512342,0.1992629,,,,,,,,,,,,,
88.98,0.1288845,0.134833,0.1945183,0.1434812,0.1177991,0.1288236,0.129065,0.1347088,0.1402305,0.0935767,0.1477353,0.1945804,,,,,,,,,,,,,
88.99,0.1361967,0.1352872,0.1997079,0.148238,0.1163043,0.1340316,0.1324942,0.1412385,0.1216452,0.0961545,0.146502,0.1998784,,,,,,,,,,,,,
89,0.1454882,0.1440729,0.1956005,0.1427999,0.1152836,0.127041,0.1393815,0.130262,0.1221374,0.1087591,0.1574561,0.1950778,,,,,,,,,,,,,
89.01,0.1403177,0.1421774,0.1870071,0.133762,0.1109967,0.1473812,0.1276362,0.1248125,0.1410841,0.0976862,0.1564195,0.1905524,,,,,,,,,,,,,
89.02,0.1444976,0.1395924,0.1951984,0.1378269,0.1115517,0.1349459,0.1232556,0.1232423,0.1323555,0.0986749,0.1523074,0.1924246,,,,,,,,,,,,,
89.03,0.1428386,0.1411377,0.1972173,0.1414552,0.1207886,0.1287352,0.1231486,0.1348088,0.1345836,0.1045863,0.1564817,0.2003197,,,,,,,,,,,,,
89.04,0.146043,0.139198,0.2113449,0.1407615,0.1202315,0.1311657,0.1252284,0.1238391,0.1260942,0.0892657,0.1563215,0.1905131,,,,,,,,,,,,,
89.05,0.1399594,0.1305016,0.1914248,0.1323591,0.1221283,0.1316025,0.1254784,0.1270549,0.119112,0.0975219,0.160926,0.1937866,,,,,,,,,,,,,
89.06,0.1309389,0.1283348,0.2074159,0.1318586,0.1219762,0.1340143,0.1263225,0.1303234,0.114173,0.0875253,0.1555384,0.1938138,,,,,,,,,,,,,
89.07,0.1309115,0.1197105,0.2069016,0.1342062,0.1327965,0.1268779,0.1353218,0.1210953,0.1110292,0.1005848,0.1577297,0.1971691,,,,,,,,,,,,,
89.08,0.13907,0.1286054,0.1953999,0.1349235,0.1296867,0.1267686,0.1330221,0.1292168,0.1130345,0.0934769,0.1465797,0.1898315,,,,,,,,,,,,,
