Time,MPXV E8_CS-E,MPXV E8_Nilotinib,MPXV E8_Irinotecan,MPXV E8_Diosmin,MPXV E8_Conivaptan,MPXV E8_Olmutinib,MPXV E8_Glisolamide,MPXV E8_FAD,MPXV E8_ZINC003821234,MPXV E8_Novobiocin,MPXV E8_Voacamine,MPXV E8_Cabozatinib,,,,,,,,,,,,,
1.48,0.1133983,0.1107771,0.106612,0.0953391,0.1042853,0.1304259,0.098327,0.0833757,0.1242057,0.0924194,0.1058715,0.0952692,,,,,,,,,,,,,
1.49,0.1113141,0.1092637,0.1086835,0.1007904,0.1052655,0.1245709,0.1073944,0.077871,0.113746,0.0938349,0.1084053,0.0956557,,,,,,,,,,,,,
1.5,0.1143675,0.1155429,0.1126062,0.0962681,0.1099513,0.1290887,0.0878219,0.0846823,0.116355,0.0946964,0.1120872,0.0943593,,,,,,,,,,,,,
1.51,0.1084907,0.1134959,0.1065382,0.0942236,0.1226171,0.1270519,0.1017836,0.0830305,0.1269981,0.0886162,0.1121214,0.093055,,,,,,,,,,,,,
1.52,0.1078418,0.1114519,0.1057896,0.1062399,0.106414,0.1242974,0.0965304,0.0908696,0.1278624,0.0920235,0.1043524,0.0914914,,,,,,,,,,,,,
1.53,0.1192252,0.1151602,0.1068016,0.1013036,0.1100732,0.1316917,0.0978256,0.0946989,0.1351001,0.0911599,0.1055383,0.0960689,,,,,,,,,,,,,
1.54,0.1058446,0.1241174,0.1012442,0.1148752,0.118109,0.1228311,0.0858736,0.1032634,0.1259296,0.0986912,0.1076051,0.1000946,,,,,,,,,,,,,
1.55,0.1060528,0.121106,0.1014639,0.1159843,0.1183446,0.1257248,0.0882324,0.102311,0.1167166,0.0958476,0.1058838,0.0874487,,,,,,,,,,,,,
1.56,0.1060007,0.1117821,0.1042761,0.1197945,0.1094128,0.1297953,0.0999111,0.1104484,0.1132068,0.0894225,0.1167743,0.1056263,,,,,,,,,,,,,
1.57,0.1187918,0.1172189,0.1009121,0.1194468,0.1215148,0.1407124,0.1011135,0.0993414,0.114561,0.0974347,0.1038999,0.0971898,,,,,,,,,,,,,
1.58,0.1122516,0.1102037,0.106136,0.1272193,0.1129465,0.1283226,0.1063279,0.0967493,0.0996405,0.1005512,0.0960064,0.0927404,,,,,,,,,,,,,
1.59,0.1174535,0.1051302,0.1071703,0.1038742,0.1039426,0.1484361,0.1232162,0.0919733,0.0972395,0.097844,0.1011545,0.0927607,,,,,,,,,,,,,
1.6,0.1037225,0.1086451,0.1000294,0.109007,0.1091181,0.1453696,0.1133208,0.0933562,0.102075,0.0920648,0.0911929,0.0929466,,,,,,,,,,,,,
1.61,0.1010249,0.1044178,0.1003249,0.1277795,0.1058536,0.1289214,0.0874864,0.0926799,0.0975542,0.0882163,0.1036813,0.1023191,,,,,,,,,,,,,
1.62,0.0991475,0.1101727,0.1090161,0.1165094,0.1133922,0.1282312,0.1045764,0.0829654,0.1065033,0.0845434,0.0920075,0.1035774,,,,,,,,,,,,,
1.63,0.1239012,0.1074595,0.1108075,0.1075896,0.1144121,0.1260059,0.10792,0.0931156,0.1035452,0.0878863,0.095898,0.1081085,,,,,,,,,,,,,
1.64,0.1201762,0.1085355,0.1101589,0.1014345,0.1153378,0.1264304,0.0995504,0.1008589,0.1077404,0.1007219,0.1024138,0.1001053,,,,,,,,,,,,,
1.65,0.1183631,0.1063806,0.1107219,0.104014,0.106811,0.1301502,0.0926132,0.0896153,0.1140952,0.085981,0.0882741,0.0983105,,,,,,,,,,,,,
1.66,0.1187267,0.1051476,0.1142226,0.1287403,0.1092876,0.1413888,0.0990134,0.0887638,0.1119574,0.0976809,0.1009318,0.1054613,,,,,,,,,,,,,
1.67,0.1315582,0.1144977,0.1155707,0.1109983,0.1290473,0.1276143,0.1147847,0.0955513,0.1073488,0.0883268,0.0887773,0.1008226,,,,,,,,,,,,,
1.68,0.1177941,0.1079229,0.1092887,0.1095912,0.1146642,0.1302887,0.1004461,0.0942967,0.1123736,0.1044759,0.0956018,0.1015322,,,,,,,,,,,,,
1.69,0.119182,0.1150088,0.1140754,0.103524,0.1168577,0.1516154,0.0952762,0.0988208,0.1059702,0.1005412,0.1058934,0.1112687,,,,,,,,,,,,,
1.7,0.103438,0.1088133,0.106598,0.1121876,0.1223418,0.1454786,0.0982991,0.091896,0.1018286,0.0971639,0.104385,0.1117621,,,,,,,,,,,,,
1.71,0.1153046,0.1078716,0.1064707,0.1051695,0.1079277,0.1474504,0.0880033,0.1034706,0.1011675,0.0885233,0.092341,0.0940532,,,,,,,,,,,,,
1.72,0.1093515,0.1138251,0.1113371,0.1136424,0.1087594,0.1431141,0.0918724,0.0957551,0.112387,0.094325,0.0951238,0.1043453,,,,,,,,,,,,,
1.73,0.1116529,0.1087974,0.1164835,0.1010668,0.1244468,0.1427539,0.1108436,0.1142054,0.1076831,0.0886538,0.0995661,0.1014689,,,,,,,,,,,,,
1.74,0.1093967,0.110683,0.1146666,0.1214903,0.103694,0.1406423,0.1027286,0.0982912,0.1089304,0.0938866,0.106177,0.0989436,,,,,,,,,,,,,
1.75,0.1110138,0.1089556,0.1130958,0.1133957,0.1164679,0.1458897,0.0960426,0.0948329,0.1056918,0.0987224,0.1050728,0.0995278,,,,,,,,,,,,,
1.76,0.1170562,0.1232947,0.1096101,0.1159438,0.1062005,0.1556763,0.0941907,0.0963844,0.1035476,0.0860552,0.0977336,0.1053947,,,,,,,,,,,,,
1.77,0.103106,0.1100052,0.1056958,0.1273917,0.1117548,0.1577113,0.0879336,0.0867719,0.1050335,0.0945252,0.0943239,0.0980761,,,,,,,,,,,,,
1.78,0.1085588,0.1147755,0.1116541,0.1004392,0.1168547,0.152495,0.1008695,0.0984307,0.1027577,0.0972365,0.0941945,0.1059016,,,,,,,,,,,,,
1.79,0.1094959,0.1111157,0.1029743,0.1018268,0.1095454,0.148404,0.1003779,0.0933343,0.1078078,0.0993034,0.0976336,0.1028897,,,,,,,,,,,,,
1.8,0.113058,0.1139029,0.1076787,0.0939811,0.103006,0.1461155,0.0908107,0.0878712,0.112772,0.0912466,0.0880394,0.0978384,,,,,,,,,,,,,
1.81,0.1042079,0.1080421,0.1071574,0.0996315,0.1034454,0.1426306,0.0927746,0.0899315,0.1120212,0.0997326,0.1024812,0.1007352,,,,,,,,,,,,,
1.82,0.1081682,0.1155999,0.115357,0.0991941,0.1117063,0.1526286,0.1012352,0.0855278,0.1116995,0.094497,0.0935163,0.1071734,,,,,,,,,,,,,
1.83,0.1030692,0.1177944,0.1271483,0.0979134,0.1075055,0.155736,0.0932523,0.0866456,0.1156475,0.1092787,0.0985717,0.0876905,,,,,,,,,,,,,
1.84,0.1065395,0.1133288,0.1114503,0.1097884,0.1018312,0.1462898,0.0981945,0.0859744,0.1051804,0.0951144,0.0971221,0.1014512,,,,,,,,,,,,,
1.85,0.1080133,0.1112307,0.109923,0.1034703,0.1094122,0.141508,0.0998609,0.1026653,0.0997564,0.1049306,0.1005067,0.1003948,,,,,,,,,,,,,
1.86,0.1164846,0.111444,0.1116786,0.104457,0.1118147,0.1268936,0.0993935,0.1031878,0.0959474,0.1318653,0.0976301,0.1096587,,,,,,,,,,,,,
1.87,0.1130109,0.1239974,0.1110101,0.1033937,0.1140367,0.1269917,0.1103281,0.0953615,0.108937,0.1240253,0.0992566,0.1113704,,,,,,,,,,,,,
1.88,0.1087648,0.1215855,0.1114742,0.1028392,0.1138363,0.1365664,0.1061731,0.0883017,0.1166306,0.1039713,0.1056252,0.1114324,,,,,,,,,,,,,
1.89,0.1121939,0.1098351,0.1078467,0.1127314,0.114811,0.1279896,0.0900179,0.1029703,0.1096823,0.0941616,0.1070202,0.1041102,,,,,,,,,,,,,
1.9,0.1111292,0.1184305,0.1162506,0.1079867,0.1181795,0.125846,0.0999546,0.1061471,0.0940723,0.0926438,0.1043641,0.1108492,,,,,,,,,,,,,
1.91,0.1026146,0.1182284,0.1144592,0.1130195,0.1176412,0.1287242,0.0867083,0.1053955,0.1223551,0.0983238,0.1077965,0.1074705,,,,,,,,,,,,,
1.92,0.1015808,0.1164746,0.118556,0.1039914,0.1199584,0.1303757,0.0913092,0.1052404,0.1070393,0.093968,0.1178583,0.111538,,,,,,,,,,,,,
1.93,0.1062533,0.1127836,0.1204866,0.1074161,0.1210715,0.1186937,0.0897225,0.1036922,0.1210152,0.0905053,0.1072303,0.0922316,,,,,,,,,,,,,
1.94,0.1029109,0.119684,0.1114749,0.1036813,0.1114528,0.1252496,0.0909352,0.0908173,0.108941,0.0929406,0.1130158,0.0923832,,,,,,,,,,,,,
1.95,0.110998,0.1193988,0.1064643,0.1068441,0.1154455,0.126412,0.0992421,0.0935492,0.0992692,0.082965,0.1060515,0.1056714,,,,,,,,,,,,,
1.96,0.1204368,0.1156266,0.1145106,0.107258,0.1232051,0.1293889,0.1102459,0.0847984,0.1017765,0.085984,0.1069447,0.0946301,,,,,,,,,,,,,
1.97,0.1147242,0.1205331,0.1212068,0.1069517,0.1122631,0.1227851,0.0962672,0.096685,0.102556,0.0806602,0.1103884,0.1021822,,,,,,,,,,,,,
1.98,0.1116448,0.1200461,0.1254755,0.1125997,0.115917,0.1349931,0.0946723,0.1002475,0.0928197,0.0826797,0.1050958,0.095041,,,,,,,,,,,,,
1.99,0.1084558,0.1177886,0.1197749,0.099799,0.1147861,0.1337262,0.0924085,0.1033443,0.1052193,0.0779647,0.1110941,0.0973345,,,,,,,,,,,,,
2,0.1128039,0.1147723,0.1207968,0.091295,0.1138675,0.1270939,0.0934704,0.098164,0.0981353,0.0787118,0.0978577,0.0973553,,,,,,,,,,,,,
2.01,0.1254788,0.1139162,0.1240095,0.1024112,0.1104208,0.1283539,0.0937384,0.0933653,0.0872558,0.0811829,0.0929118,0.1027284,,,,,,,,,,,,,
2.02,0.1105884,0.1165843,0.1136834,0.0933279,0.1140221,0.1146486,0.1003759,0.0888768,0.1019975,0.0915015,0.0945162,0.0967534,,,,,,,,,,,,,
2.03,0.1090135,0.108421,0.114058,0.0870231,0.1213199,0.1083495,0.1084843,0.0944599,0.1094916,0.0844308,0.1004088,0.0995769,,,,,,,,,,,,,
2.04,0.1076389,0.1063658,0.1247509,0.1009968,0.112373,0.1109732,0.1125212,0.1008523,0.1067258,0.0824563,0.111561,0.0959176,,,,,,,,,,,,,
2.05,0.100016,0.1211035,0.1157534,0.0995638,0.1010637,0.1094531,0.1095721,0.0905124,0.1057735,0.0987538,0.1206823,0.1015516,,,,,,,,,,,,,
2.06,0.1153717,0.1209564,0.1226664,0.0957373,0.1127528,0.1183161,0.1080246,0.0990341,0.1128212,0.1053054,0.1109939,0.1081675,,,,,,,,,,,,,
2.07,0.1152556,0.1187854,0.1182713,0.0842217,0.1107842,0.1253713,0.103961,0.0952513,0.1035436,0.0947425,0.1124654,0.0944409,,,,,,,,,,,,,
2.08,0.1252075,0.1198087,0.109827,0.0949601,0.1194002,0.1165989,0.1166796,0.0949939,0.1146894,0.0814992,0.1107216,0.0986236,,,,,,,,,,,,,
2.09,0.1314789,0.1171889,0.1146145,0.0944851,0.1217126,0.1267449,0.1248411,0.0983841,0.1054729,0.0927355,0.113733,0.0945556,,,,,,,,,,,,,
2.1,0.1308111,0.1157426,0.1049519,0.0945056,0.1146365,0.1164355,0.1197639,0.1157538,0.1228455,0.0894328,0.1090291,0.0947211,,,,,,,,,,,,,
2.11,0.1443381,0.1148332,0.1212906,0.0904912,0.1122776,0.1251454,0.1134913,0.1033402,0.1111186,0.0937463,0.1028404,0.0951529,,,,,,,,,,,,,
2.12,0.1421383,0.1149243,0.1094732,0.0848904,0.1216156,0.1149397,0.1151096,0.1000826,0.1075295,0.0876057,0.1013963,0.097458,,,,,,,,,,,,,
2.13,0.1318514,0.1129787,0.1102908,0.0980684,0.1149031,0.1213547,0.1158559,0.1060658,0.1027593,0.0797544,0.1041622,0.0863449,,,,,,,,,,,,,
2.14,0.1261542,0.1073075,0.1147551,0.0946942,0.1190745,0.1195362,0.1049065,0.093099,0.1013905,0.0907499,0.1328832,0.0984608,,,,,,,,,,,,,
2.15,0.1270681,0.1176342,0.1173994,0.1062262,0.1252314,0.1136002,0.1042482,0.0944016,0.1033594,0.0829215,0.1070662,0.0920205,,,,,,,,,,,,,
2.16,0.1376989,0.1094063,0.1203507,0.0977431,0.1106376,0.108759,0.1014509,0.1026693,0.1102068,0.0926395,0.1110181,0.0931499,,,,,,,,,,,,,
2.17,0.125003,0.1124824,0.1180883,0.0908896,0.1118795,0.1140492,0.0994556,0.0942093,0.1047519,0.0932304,0.1081911,0.0999593,,,,,,,,,,,,,
2.18,0.1312366,0.1150772,0.118395,0.0926879,0.1126758,0.1143294,0.1042747,0.0942089,0.1033729,0.0769204,0.1131866,0.0958904,,,,,,,,,,,,,
2.19,0.1327845,0.1165627,0.1077381,0.080343,0.1221861,0.1111237,0.1104924,0.0930702,0.1073325,0.0930333,0.1148699,0.1048988,,,,,,,,,,,,,
2.2,0.1196314,0.1068693,0.1174139,0.0964056,0.1027986,0.1068656,0.1094245,0.090575,0.1051353,0.0981221,0.1035846,0.1106147,,,,,,,,,,,,,
2.21,0.1374325,0.0997268,0.1181657,0.1081016,0.1040927,0.1077994,0.1195085,0.1042202,0.1076495,0.0941757,0.1138712,0.0888812,,,,,,,,,,,,,
2.22,0.1150012,0.1126167,0.1042184,0.1056923,0.1123308,0.1012023,0.1081173,0.107263,0.1023864,0.1049779,0.1083223,0.1063043,,,,,,,,,,,,,
2.23,0.0992165,0.120439,0.0928834,0.1181421,0.1118736,0.1116045,0.1050304,0.1022441,0.1031806,0.1016847,0.1136834,0.0980924,,,,,,,,,,,,,
2.24,0.0966131,0.1143389,0.1055605,0.117937,0.1035224,0.1152893,0.1125783,0.0915953,0.1103032,0.1106667,0.1109329,0.0985424,,,,,,,,,,,,,
2.25,0.0925149,0.119391,0.1115089,0.1052877,0.1052945,0.1124865,0.1124531,0.0942869,0.1100783,0.1038372,0.1278348,0.0979304,,,,,,,,,,,,,
2.26,0.092679,0.1148274,0.1185654,0.106124,0.1194105,0.103478,0.121938,0.1065099,0.1151265,0.1022698,0.1254485,0.0976783,,,,,,,,,,,,,
2.27,0.0926906,0.1100098,0.1040218,0.0954206,0.1131499,0.1140157,0.1099317,0.1145096,0.1133693,0.1039679,0.1224178,0.0974153,,,,,,,,,,,,,
2.28,0.0876006,0.1173855,0.1205191,0.1188196,0.1105349,0.1103,0.09047,0.1005191,0.1134563,0.1079415,0.1246163,0.0961388,,,,,,,,,,,,,
2.29,0.0861868,0.1188345,0.1095481,0.1123944,0.1159259,0.1075227,0.1063378,0.0897374,0.1125625,0.0989247,0.1084533,0.0968964,,,,,,,,,,,,,
2.3,0.0912466,0.1112792,0.1123546,0.1222015,0.1307678,0.1165178,0.1114744,0.1117822,0.1190325,0.1029408,0.1102899,0.1019409,,,,,,,,,,,,,
2.31,0.0903291,0.1151989,0.1023522,0.1145571,0.1114005,0.1192647,0.1129387,0.0985142,0.104398,0.094482,0.1255548,0.0976533,,,,,,,,,,,,,
2.32,0.0979409,0.1194004,0.1135352,0.1099554,0.1064048,0.1103734,0.1082501,0.1002936,0.1102231,0.0997714,0.1120887,0.0999104,,,,,,,,,,,,,
2.33,0.0899908,0.1199621,0.1131996,0.1008022,0.1055217,0.1063171,0.1035901,0.100218,0.1221482,0.0990279,0.1157265,0.1015843,,,,,,,,,,,,,
2.34,0.1050952,0.1224041,0.1103862,0.1131107,0.1113545,0.1185523,0.1084556,0.099701,0.1173391,0.099162,0.1045528,0.1069024,,,,,,,,,,,,,
2.35,0.0972821,0.1244658,0.1000915,0.1051978,0.1071299,0.1165708,0.0987203,0.1006677,0.1082341,0.0968824,0.1189493,0.0934063,,,,,,,,,,,,,
2.36,0.0992174,0.1341611,0.1042465,0.1134474,0.1170006,0.1265191,0.102425,0.0999627,0.1109602,0.0918491,0.1303335,0.0946657,,,,,,,,,,,,,
2.37,0.09609,0.1253781,0.094049,0.1091217,0.127835,0.1322438,0.1085538,0.0939438,0.1106368,0.0946872,0.1209391,0.0935267,,,,,,,,,,,,,
2.38,0.1078062,0.1229729,0.100714,0.1104905,0.1221219,0.1312947,0.1114447,0.0950848,0.1076179,0.0933661,0.1297015,0.1010573,,,,,,,,,,,,,
2.39,0.1042648,0.1230456,0.1154457,0.1093685,0.1080389,0.1360438,0.1015065,0.0941559,0.1128541,0.0852707,0.1272808,0.0947379,,,,,,,,,,,,,
2.4,0.0987483,0.1153108,0.1120216,0.1042053,0.1039095,0.1442759,0.1014481,0.0991521,0.1099974,0.0907784,0.1145276,0.0947857,,,,,,,,,,,,,
2.41,0.0895474,0.108983,0.109629,0.1077132,0.1139893,0.1254356,0.1174499,0.1004626,0.110758,0.0873212,0.1138155,0.0879474,,,,,,,,,,,,,
2.42,0.0981174,0.1097595,0.1131101,0.1092481,0.1079044,0.1316014,0.10916,0.0927295,0.1028872,0.1134251,0.1160262,0.0948732,,,,,,,,,,,,,
2.43,0.0995541,0.1030278,0.1041072,0.105006,0.1052792,0.1281491,0.1137155,0.096012,0.1099688,0.1198628,0.1023993,0.0891687,,,,,,,,,,,,,
2.44,0.0973273,0.0978193,0.1093615,0.1062396,0.1149204,0.124704,0.1071638,0.0939931,0.1052399,0.1049287,0.1167591,0.0917397,,,,,,,,,,,,,
2.45,0.0974446,0.109646,0.1104585,0.0986652,0.114137,0.1256633,0.104379,0.0920827,0.1122075,0.1107772,0.111156,0.0888765,,,,,,,,,,,,,
2.46,0.1083142,0.1202755,0.1206616,0.110337,0.1164268,0.1174808,0.1033487,0.1016958,0.109295,0.1018807,0.1108947,0.0933578,,,,,,,,,,,,,
2.47,0.116284,0.1215016,0.1107507,0.1011058,0.1187692,0.1227696,0.1036792,0.0906259,0.1004508,0.0953833,0.1092115,0.096704,,,,,,,,,,,,,
2.48,0.0992652,0.1189306,0.1174812,0.1018643,0.1245494,0.1201444,0.1081816,0.1026902,0.1021995,0.0918501,0.1061229,0.1058808,,,,,,,,,,,,,
2.49,0.1012279,0.1214165,0.1161725,0.1012803,0.1335092,0.1407647,0.1147469,0.0918527,0.108943,0.0881477,0.0978189,0.1030087,,,,,,,,,,,,,
2.5,0.09841,0.115797,0.127299,0.1048848,0.1249646,0.1481114,0.1192585,0.0979568,0.1085013,0.0942792,0.0986974,0.1162927,,,,,,,,,,,,,
2.51,0.1017766,0.1224496,0.1136224,0.1005392,0.1256958,0.1511344,0.1044649,0.1056029,0.115019,0.1055324,0.0962432,0.1061718,,,,,,,,,,,,,
2.52,0.0977088,0.1213303,0.1063679,0.1216357,0.1132346,0.1462303,0.1160849,0.0955039,0.1146036,0.1072235,0.1022784,0.1088876,,,,,,,,,,,,,
2.53,0.1125375,0.1257714,0.1122374,0.1171541,0.1160096,0.1319325,0.122132,0.0918317,0.1100437,0.0996357,0.1096494,0.0946205,,,,,,,,,,,,,
2.54,0.1022016,0.1108213,0.1017071,0.1174478,0.1173592,0.1526828,0.1181317,0.0954272,0.1126118,0.1003107,0.1074129,0.0815177,,,,,,,,,,,,,
2.55,0.1050868,0.1158866,0.0959169,0.1141908,0.1213522,0.1517544,0.1048115,0.0952265,0.1089977,0.1016048,0.1071429,0.1110861,,,,,,,,,,,,,
2.56,0.1124097,0.1111558,0.0995656,0.1029755,0.1094558,0.1430507,0.1068771,0.0943141,0.107404,0.0898635,0.0995063,0.0993128,,,,,,,,,,,,,
2.57,0.1010504,0.1111731,0.1063754,0.1151206,0.1013661,0.1423062,0.0959485,0.0882401,0.1079973,0.0950314,0.1010623,0.1059177,,,,,,,,,,,,,
2.58,0.1029722,0.113276,0.1063791,0.1035051,0.1127878,0.1369093,0.1019392,0.0966211,0.1206216,0.0894804,0.0986689,0.0905322,,,,,,,,,,,,,
2.59,0.1109678,0.1171366,0.1169983,0.1008125,0.1139215,0.1379707,0.0900247,0.0946277,0.1127226,0.0959357,0.1097817,0.0887574,,,,,,,,,,,,,
2.6,0.1062674,0.1105634,0.1104848,0.0980503,0.1050068,0.147233,0.0946824,0.0932828,0.1146221,0.0945152,0.117763,0.1064631,,,,,,,,,,,,,
2.61,0.110452,0.1091459,0.114826,0.1087159,0.1014235,0.1391843,0.0991216,0.0959992,0.1175643,0.1025925,0.1025448,0.0954255,,,,,,,,,,,,,
2.62,0.1058558,0.117572,0.1174825,0.1037643,0.0910337,0.1221623,0.1118404,0.0878883,0.1059746,0.1151419,0.1012349,0.1049355,,,,,,,,,,,,,
2.63,0.1038131,0.115495,0.1212089,0.1072081,0.0987047,0.1242591,0.1185313,0.0869296,0.1163144,0.1031741,0.108204,0.1011496,,,,,,,,,,,,,
2.64,0.1040168,0.1158594,0.1075189,0.1041908,0.1022542,0.1373105,0.1328129,0.0912095,0.1096428,0.1082407,0.112481,0.1024454,,,,,,,,,,,,,
2.65,0.1126574,0.1090127,0.1191806,0.099897,0.1100192,0.1405239,0.102702,0.09198,0.1097236,0.0949517,0.1047871,0.1009662,,,,,,,,,,,,,
2.66,0.099085,0.1145332,0.1289187,0.1150754,0.1114943,0.1441945,0.102919,0.0861888,0.1180124,0.0925203,0.118792,0.092357,,,,,,,,,,,,,
2.67,0.0959329,0.1157013,0.1309264,0.1148846,0.1142012,0.1345139,0.1082095,0.0923493,0.1159371,0.1021161,0.1171043,0.092721,,,,,,,,,,,,,
2.68,0.0921179,0.1108229,0.1201574,0.1149132,0.1088844,0.1402387,0.1222547,0.1034856,0.1092367,0.1029578,0.1225495,0.0980755,,,,,,,,,,,,,
2.69,0.0938325,0.1134289,0.1421851,0.1183478,0.108413,0.1394203,0.1144855,0.1017638,0.1072391,0.1002722,0.1164677,0.1077204,,,,,,,,,,,,,
2.7,0.0902316,0.1100759,0.1223864,0.1075853,0.107317,0.1432803,0.1095368,0.0971776,0.1144531,0.091646,0.1023372,0.0918113,,,,,,,,,,,,,
2.71,0.0910959,0.1042646,0.1162677,0.12396,0.1070528,0.1394263,0.101181,0.0919785,0.1042385,0.0883222,0.1079015,0.0929625,,,,,,,,,,,,,
2.72,0.0979645,0.1132971,0.1150186,0.1250336,0.098847,0.1282904,0.0984201,0.0935889,0.1197387,0.080984,0.1007263,0.1018882,,,,,,,,,,,,,
2.73,0.1012114,0.1111472,0.1220003,0.1223625,0.1069364,0.1285067,0.1047802,0.0927021,0.1079633,0.0936396,0.1096471,0.1135168,,,,,,,,,,,,,
2.74,0.094837,0.1058639,0.1127002,0.1235652,0.1104002,0.1178202,0.1171562,0.1018559,0.1199038,0.1057147,0.1029772,0.0934627,,,,,,,,,,,,,
2.75,0.0883438,0.1076871,0.1124949,0.1283858,0.1141021,0.1237169,0.1168356,0.1143981,0.1115442,0.1014615,0.1082201,0.0988189,,,,,,,,,,,,,
2.76,0.1042082,0.1121904,0.1201556,0.136182,0.1178649,0.1267248,0.1057368,0.1030239,0.1109794,0.1031896,0.101662,0.1101572,,,,,,,,,,,,,
2.77,0.0988212,0.117307,0.132413,0.12904,0.107143,0.1384198,0.1085006,0.0963356,0.1145312,0.096488,0.1117443,0.0960514,,,,,,,,,,,,,
2.78,0.0982674,0.1194478,0.1028702,0.1248079,0.1210306,0.1506802,0.1066949,0.0977128,0.1097829,0.0870676,0.1082309,0.0920324,,,,,,,,,,,,,
2.79,0.0936391,0.1222699,0.120167,0.129819,0.1129089,0.1334042,0.1028109,0.1024208,0.1035478,0.0874107,0.110621,0.0815064,,,,,,,,,,,,,
2.8,0.1014182,0.1210684,0.1148666,0.1384335,0.1091791,0.1163421,0.1127881,0.1165097,0.1051148,0.0848662,0.0962667,0.0883319,,,,,,,,,,,,,
2.81,0.0964836,0.1201059,0.1012034,0.1124998,0.0984259,0.1257867,0.1162095,0.112607,0.0966667,0.0881051,0.1076425,0.0839793,,,,,,,,,,,,,
2.82,0.0997116,0.1176626,0.117213,0.1095872,0.0992607,0.1280473,0.1240782,0.1021574,0.1085263,0.0909325,0.1028872,0.0871205,,,,,,,,,,,,,
2.83,0.1016647,0.112134,0.1078397,0.117236,0.099841,0.1370926,0.1246632,0.1114897,0.1149565,0.0921059,0.0977292,0.0854143,,,,,,,,,,,,,
2.84,0.1019556,0.1111323,0.1033206,0.1187411,0.0952995,0.1317034,0.1156195,0.0920449,0.1140337,0.1061828,0.0971826,0.0894062,,,,,,,,,,,,,
2.85,0.1013187,0.1089391,0.1089742,0.1181665,0.0908708,0.1191965,0.1194429,0.0922981,0.1056184,0.0920783,0.1069247,0.0908315,,,,,,,,,,,,,
2.86,0.1068149,0.1120081,0.1103208,0.120908,0.107329,0.1143889,0.119952,0.0947236,0.097073,0.0999306,0.1017104,0.0832091,,,,,,,,,,,,,
2.87,0.0946356,0.1056093,0.1114355,0.1103205,0.1036893,0.122615,0.1168281,0.1084982,0.1110313,0.1267875,0.1020811,0.0886053,,,,,,,,,,,,,
2.88,0.0929285,0.1061668,0.1095699,0.117446,0.1048849,0.1064453,0.1249839,0.0838055,0.1128371,0.1144415,0.0999927,0.0957984,,,,,,,,,,,,,
2.89,0.1031216,0.1176548,0.1182953,0.1146002,0.10224,0.1038304,0.132868,0.089725,0.1058208,0.1085274,0.1035922,0.1024182,,,,,,,,,,,,,
2.9,0.0991449,0.1118875,0.1045363,0.1114015,0.1020086,0.1030894,0.1294143,0.0880375,0.1120787,0.1048191,0.1037763,0.1071705,,,,,,,,,,,,,
2.91,0.1173958,0.1092955,0.109188,0.1137897,0.0968727,0.110065,0.1213989,0.092008,0.1142925,0.106003,0.112672,0.1022503,,,,,,,,,,,,,
2.92,0.1065598,0.1108036,0.123664,0.1108999,0.0940248,0.10072,0.1116368,0.0889838,0.1241052,0.113236,0.1092024,0.0965942,,,,,,,,,,,,,
2.93,0.0898267,0.1071665,0.1064007,0.1079428,0.0922617,0.1077892,0.1165694,0.0865292,0.1145796,0.1073802,0.1020071,0.0933493,,,,,,,,,,,,,
2.94,0.0978833,0.1080181,0.1051045,0.113726,0.0953926,0.1141261,0.120265,0.0948308,0.1076132,0.0889735,0.1001854,0.0929387,,,,,,,,,,,,,
2.95,0.0931991,0.1060002,0.1253799,0.1170958,0.0966113,0.1083717,0.122446,0.0872887,0.0997676,0.0990403,0.1053279,0.0933441,,,,,,,,,,,,,
2.96,0.0927336,0.1075547,0.1215582,0.1250466,0.0983934,0.1117894,0.1161603,0.0851579,0.1011049,0.1034449,0.1072396,0.0928919,,,,,,,,,,,,,
2.97,0.0917247,0.1062708,0.1113003,0.1115033,0.1074289,0.1092983,0.1046565,0.0881494,0.1155358,0.1080721,0.1073363,0.0947995,,,,,,,,,,,,,
2.98,0.0942859,0.1086198,0.0971938,0.1140775,0.1051897,0.1159617,0.1284055,0.0888709,0.1119715,0.0970658,0.1038229,0.1028155,,,,,,,,,,,,,
2.99,0.0962778,0.1089334,0.1108657,0.1102466,0.1045824,0.1140988,0.1183803,0.0909571,0.1136004,0.0901143,0.1179111,0.1020216,,,,,,,,,,,,,
3,0.0884917,0.1223811,0.1151056,0.1114582,0.0968811,0.1189525,0.1101415,0.1005063,0.112062,0.093412,0.1004093,0.1024483,,,,,,,,,,,,,
3.01,0.1007403,0.1196752,0.1044629,0.1073417,0.1089668,0.1037528,0.1039999,0.0988909,0.1028299,0.0922586,0.1099756,0.1087143,,,,,,,,,,,,,
3.02,0.1007127,0.1149522,0.1114786,0.1084746,0.1077281,0.1012971,0.1137782,0.0993568,0.1016496,0.0982178,0.0992172,0.1007022,,,,,,,,,,,,,
3.03,0.0937539,0.129243,0.1054705,0.1149419,0.1192616,0.1099729,0.1097692,0.0946837,0.1014592,0.0979315,0.1072572,0.1083051,,,,,,,,,,,,,
3.04,0.0848706,0.1156318,0.1055864,0.116214,0.124088,0.1041376,0.1130705,0.0935356,0.1085334,0.1016105,0.1016388,0.1182148,,,,,,,,,,,,,
